date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:59	142865/142865	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:58:59%20GMT	https://www.sonymusic.com/sonymusic/sony-music-entertainment-announces-new-structure-for-asia-and-middle-east-operations/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-entertainment-announces-new-structure-for-asia-and-middle-east-operations/index.html	(from https://www.sonymusic.com/news/)
22:28:59	143278/143278	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:00%20GMT	https://www.sonymusic.com/sonymusic/sony-music-entertainment-announces-strategic-investment-in-leading-podcast-production-company-neon-hum/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-entertainment-announces-strategic-investment-in-leading-podcast-production-company-neon-hum/index.html	(from https://www.sonymusic.com/news/)
22:28:59	145140/145140	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:58:59%20GMT	https://www.sonymusic.com/sonymusic/leading-uk-audio-producer-somethin-else-and-sony-music-announce-new-podcast-venture/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/leading-uk-audio-producer-somethin-else-and-sony-music-announce-new-podcast-venture/index.html	(from https://www.sonymusic.com/news/)
22:28:59	903193/903193	---M--	200	added ('OK')	image/png	etag:%22209958f4b4b11b5aa981226fa492f716%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/04/Power-S3-Don-King.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/04/Power-S3-Don-King.png	(from https://www.sonymusic.com/podcasts/)
22:29:01	204374/204374	---M--	200	added ('OK')	image/jpeg	etag:%22da405ca18b5af6b68a140e795f34d1ee%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Exactly-Artwork-Final-1024x1024.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Exactly-Artwork-Final-1024x1024.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:01	146055/146055	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:03%20GMT	https://www.sonymusic.com/sonymusic/the-beatles-sign-north-america-merchandising-agreement-with-sony-music-entertainments-the-thread-shop/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/the-beatles-sign-north-america-merchandising-agreement-with-sony-music-entertainments-the-thread-shop/index.html	(from https://www.sonymusic.com/news/)
22:29:01	147942/147942	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:02%20GMT	https://www.sonymusic.com/legacy/sony-music-entertainments-the-thread-shop-signs-agreement-for-worldwide-jimi-hendrix-merchandising-rights/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/legacy/sony-music-entertainments-the-thread-shop-signs-agreement-for-worldwide-jimi-hendrix-merchandising-rights/index.html	(from https://www.sonymusic.com/news/)
22:29:01	145456/145456	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:03%20GMT	https://www.sonymusic.com/sonymusic/the-beatles-pop-up-shop-is-here-for-holiday-2019/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/the-beatles-pop-up-shop-is-here-for-holiday-2019/index.html	(from https://www.sonymusic.com/news/)
22:29:03	145084/145084	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:05%20GMT	https://www.sonymusic.com/sonymusic-labels/acclaimed-podcast-producer-renay-richardson-launches-new-joint-venture-with-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/acclaimed-podcast-producer-renay-richardson-launches-new-joint-venture-with-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:04	144581/144581	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:05%20GMT	https://www.sonymusic.com/sonymusic-labels/sony-music-entertainment-promotes-mark-cavell-and-per-hauber-to-lead-sony-musics-masterworks-and-classical-division/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/sony-music-entertainment-promotes-mark-cavell-and-per-hauber-to-lead-sony-musics-masterworks-and-classical-division/index.html	(from https://www.sonymusic.com/news/)
22:29:04	143136/143136	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:05%20GMT	https://www.sonymusic.com/sonymusic-labels/comedy-leader-the-onion-and-sony-music-entertainment-announce-new-podcast-partnership/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/comedy-leader-the-onion-and-sony-music-entertainment-announce-new-podcast-partnership/index.html	(from https://www.sonymusic.com/news/)
22:29:04	147446/147446	---M--	200	added ('OK')	image/jpeg	etag:%222b0b231b3fd77dd5c5a44127d6a2d756%22	https://cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/03/IG-PhotoSize-1x1-Vegas-1024x1024.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smeprod/wp-content/uploads/2022/03/IG-PhotoSize-1x1-Vegas-1024x1024.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:05	146529/146529	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:07%20GMT	https://www.sonymusic.com/sonymusic-labels/adam-mckay-and-three-uncanny-four-productions-partner-to-launch-investigative-podcast-focused-on-jeffrey-epstein/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/adam-mckay-and-three-uncanny-four-productions-partner-to-launch-investigative-podcast-focused-on-jeffrey-epstein/index.html	(from https://www.sonymusic.com/news/)
22:29:07	144224/144224	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:08%20GMT	https://www.sonymusic.com/sonymusic-labels/renowned-podcast-producers-adam-davidson-and-laura-mayer-launch-new-joint-venture-with-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/renowned-podcast-producers-adam-davidson-and-laura-mayer-launch-new-joint-venture-with-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:07	142039/142039	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:08%20GMT	https://www.sonymusic.com/sonymusic-labels/sylvia-rhone-named-chairman-and-ceo-of-epic-records/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/sylvia-rhone-named-chairman-and-ceo-of-epic-records/index.html	(from https://www.sonymusic.com/news/)
22:29:07	143275/143275	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:08%20GMT	https://www.sonymusic.com/sonymusic-labels/sony-musics-the-thread-shop-to-acquire-the-araca-groups-music-merchandise-division/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/sony-musics-the-thread-shop-to-acquire-the-araca-groups-music-merchandise-division/index.html	(from https://www.sonymusic.com/news/)
22:29:07	512475/512475	---M--	200	added ('OK')	image/png	etag:%22f185429520cf024e19d790500efa921b%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Dying-for-a-Fight-tile-art.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Dying-for-a-Fight-tile-art.png	(from https://www.sonymusic.com/podcasts/)
22:29:09	221822/221822	---M--	200	added ('OK')	image/jpeg	etag:%227ea261e22ec77b399382a80fb58b50ba%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Cancelled-tile-art-1024x1024.jpeg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Cancelled-tile-art-1024x1024.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:10	143431/143431	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:10%20GMT	https://www.sonymusic.com/sonymusic/amanda-collins-named-executive-vice-president-and-global-head-of-corporate-communications-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/amanda-collins-named-executive-vice-president-and-global-head-of-corporate-communications-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:10	143253/143253	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:11%20GMT	https://www.sonymusic.com/sonymusic/sol-rashidi-named-executive-vice-president-and-chief-data-officer-sony-music-entertainmen/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sol-rashidi-named-executive-vice-president-and-chief-data-officer-sony-music-entertainmen/index.html	(from https://www.sonymusic.com/news/)
22:29:10	142847/142847	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:11%20GMT	https://www.sonymusic.com/sonymusic-labels/sony-music-entertainment-and-music-entrepreneur-chris-zarou-launch-visionary-records/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/sony-music-entertainment-and-music-entrepreneur-chris-zarou-launch-visionary-records/index.html	(from https://www.sonymusic.com/news/)
22:29:11	146467/146467	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:14%20GMT	https://www.sonymusic.com/sonymusic-labels/sony-music-entertainment-announces-global-partnership-with-kygo-and-manager-myles-shear-for-new-label-palm-tree-records/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/sony-music-entertainment-announces-global-partnership-with-kygo-and-manager-myles-shear-for-new-label-palm-tree-records/index.html	(from https://www.sonymusic.com/news/)
22:29:11	139121/139121	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:14%20GMT	https://www.sonymusic.com/sonymusic/sony-music-ceo-rob-stringer-featured-on-bbc-radio-4s-the-media-show-listen/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-ceo-rob-stringer-featured-on-bbc-radio-4s-the-media-show-listen/index.html	(from https://www.sonymusic.com/news/)
22:29:11	143177/143177	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:14%20GMT	https://www.sonymusic.com/sonymusic/legendary-global-icon-mariah-carey-returns-with-new-music/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/legendary-global-icon-mariah-carey-returns-with-new-music/index.html	(from https://www.sonymusic.com/news/)
22:29:11	56448/56448	---M--	200	added ('OK')	image/jpeg	etag:%220f873e4641941941d3ae23db829786b6%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Firebug-tile-art.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Firebug-tile-art.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:11	140615/140615	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:14%20GMT	https://www.sonymusic.com/sonymusic/constance-williams-named-senior-vice-president-and-head-of-human-resources-americas-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/constance-williams-named-senior-vice-president-and-head-of-human-resources-americas-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:14	142357/142357	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:15%20GMT	https://www.sonymusic.com/sonymusic/dasha-smith-dwin-named-executive-vice-president-and-global-chief-human-resources-officer-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/dasha-smith-dwin-named-executive-vice-president-and-global-chief-human-resources-officer-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:14	144937/144937	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:15%20GMT	https://www.sonymusic.com/sonymusic/sony-music-relaunches-arista-records-with-hitmaker-david-massey/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-relaunches-arista-records-with-hitmaker-david-massey/index.html	(from https://www.sonymusic.com/news/)
22:29:14	143376/143376	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:15%20GMT	https://www.sonymusic.com/sonymusic/patrick-mushatsi-kareba-named-ceo-sony-music-entertainment-germany-switzerland-and-austria-gsa/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/patrick-mushatsi-kareba-named-ceo-sony-music-entertainment-germany-switzerland-and-austria-gsa/index.html	(from https://www.sonymusic.com/news/)
22:29:14	1843755/1843755	---M--	200	added ('OK')	image/png	etag:%22f959d5bfebfa0b54226105e39e7d0861%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Cheat-tile-art-1080-1024x1024.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Cheat-tile-art-1080-1024x1024.png	(from https://www.sonymusic.com/podcasts/)
22:29:17	143014/143014	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:18%20GMT	https://www.sonymusic.com/sonymusic/ron-perry-named-chairman-ceo-columbia-records/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/ron-perry-named-chairman-ceo-columbia-records/index.html	(from https://www.sonymusic.com/news/)
22:29:17	140119/140119	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:18%20GMT	https://www.sonymusic.com/sonymusic/kevin-kelleher-named-chief-operating-officer-of-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/kevin-kelleher-named-chief-operating-officer-of-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:17	147658/147658	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:18%20GMT	https://www.sonymusic.com/sonymusic/sony-music-and-estate-of-michael-jackson-renew-their-landmark-deal/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-and-estate-of-michael-jackson-renew-their-landmark-deal/index.html	(from https://www.sonymusic.com/news/)
22:29:17	563314/563314	---M--	200	added ('OK')	image/png	etag:%22fbb1fb36487040d5399b3f5aa90b4f45%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/DatW-tile-art-600.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/DatW-tile-art-600.png	(from https://www.sonymusic.com/podcasts/)
22:29:17	145968/145968	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:20%20GMT	https://www.sonymusic.com/sonymusic-labels/rob-stringer-promoted-to-chief-executive-officer-of-sony-music-entertainment-2/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/rob-stringer-promoted-to-chief-executive-officer-of-sony-music-entertainment-2/index.html	(from https://www.sonymusic.com/news/)
22:29:18	265107/265107	---M--	200	added ('OK')	image/png	etag:%22cff0bb073be6efe2585b213081a2ed7b%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/TYDNTK_MAIN-p-1080-1024x1024.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/TYDNTK_MAIN-p-1080-1024x1024.png	(from https://www.sonymusic.com/podcasts/)
22:29:18	142622/142622	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:21%20GMT	https://www.sonymusic.com/sonymusic/sony-music-to-purchase-remaining-interest-in-the-orchard-the-worlds-leading-independent-digital-distributor/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-to-purchase-remaining-interest-in-the-orchard-the-worlds-leading-independent-digital-distributor/index.html	(from https://www.sonymusic.com/news/)
22:29:18	144309/144309	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:21%20GMT	https://www.sonymusic.com/sonymusic-labels/sony-music-uk-acquires-ministry-of-sound-recordings/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/sony-music-uk-acquires-ministry-of-sound-recordings/index.html	(from https://www.sonymusic.com/news/)
22:29:18	147824/147824	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:21%20GMT	https://www.sonymusic.com/sonymusic/fifa-and-sony-music-entertainment-select-we-are-one-ole-ola-by-global-music-sensation-pitbull-featuring-international-superstar-jennifer-lopez-and-brazils-own-claudia-lei/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/fifa-and-sony-music-entertainment-select-we-are-one-ole-ola-by-global-music-sensation-pitbull-featuring-international-superstar-jennifer-lopez-and-brazils-own-claudia-lei/index.html	(from https://www.sonymusic.com/news/)
22:29:19	653317/653317	---M--	200	added ('OK')	image/png	etag:%22f25072583a3b2c65e2498ba02986535a%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Good-Words-tile-art-600.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Good-Words-tile-art-600.png	(from https://www.sonymusic.com/podcasts/)
22:29:19	142367/142367	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:22%20GMT	https://www.sonymusic.com/sonymusic/sony-music-entertainment-completes-purchase-of-emis-european-stake-in-now-thats-what-i-call-music-from-universal-music-group/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-entertainment-completes-purchase-of-emis-european-stake-in-now-thats-what-i-call-music-from-universal-music-group/index.html	(from https://www.sonymusic.com/news/)
22:29:20	182451/182451	---M--	200	added ('OK')	image/jpeg	etag:%22037866d4bc2b966dda1932cc3015f3ce%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Broccoli-Book-Club-tile-art.jpeg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Broccoli-Book-Club-tile-art.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:20	138736/138736	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:22%20GMT	https://www.sonymusic.com/sonymusic/sony-music-comments-on-the-passing-of-whitney-houston/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-comments-on-the-passing-of-whitney-houston/index.html	(from https://www.sonymusic.com/news/)
22:29:21	142679/142679	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:23%20GMT	https://www.sonymusic.com/sonymusic/peter-edge-named-chief-executive-officer-rca-music-group/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/peter-edge-named-chief-executive-officer-rca-music-group/index.html	(from https://www.sonymusic.com/news/)
22:29:21	141422/141422	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:22%20GMT	https://www.sonymusic.com/sonymusic/edgar-berger-named-president-ceo-international-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/edgar-berger-named-president-ceo-international-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:24	147262/147262	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:25%20GMT	https://www.sonymusic.com/sonymusic/library-of-congress-launches-with-sony-music-content-the-national-jukebox-an-online-destination-for-historical-sound-recordings/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/library-of-congress-launches-with-sony-music-content-the-national-jukebox-an-online-destination-for-historical-sound-recordings/index.html	(from https://www.sonymusic.com/news/)
22:29:24	143255/143255	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:25%20GMT	https://www.sonymusic.com/sonymusic-labels/fifa-and-sony-music-entertainment-select-happiness-by-alexis-jordan-as-fifa-womens-world-cup-2011-official-song/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic-labels/fifa-and-sony-music-entertainment-select-happiness-by-alexis-jordan-as-fifa-womens-world-cup-2011-official-song/index.html	(from https://www.sonymusic.com/news/)
22:29:24	141633/141633	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:24%20GMT	https://www.sonymusic.com/sonymusic/sony-music-entertainment-names-antonio-l-a-reid-chairman-ceo-epic-records/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-entertainment-names-antonio-l-a-reid-chairman-ceo-epic-records/index.html	(from https://www.sonymusic.com/news/)
22:29:24	77135/77135	---M--	200	added ('OK')	image/png	etag:%228a459bd5dfa535472ba0f545c9d3b7f6%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Do-the-Work-tile-art.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Do-the-Work-tile-art.png	(from https://www.sonymusic.com/podcasts/)
22:29:27	147562/147562	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:28%20GMT	https://www.sonymusic.com/sonymusic/sony-names-doug-morris-new-head-of-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-names-doug-morris-new-head-of-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:28	142743/142743	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:28%20GMT	https://www.sonymusic.com/sonymusic/sony-music-entertainment-to-develop-dynamic-artist-apps-using-innovative-mobile-roadie-platform/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-entertainment-to-develop-dynamic-artist-apps-using-innovative-mobile-roadie-platform/index.html	(from https://www.sonymusic.com/news/)
22:29:28	145213/145213	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:28%20GMT	https://www.sonymusic.com/sonymusic/remix-bob-dylans-subterranean-homesick-blues-online-using-the-original-4-track-vocal-guitar-bass-and-drum-recordings/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/remix-bob-dylans-subterranean-homesick-blues-online-using-the-original-4-track-vocal-guitar-bass-and-drum-recordings/index.html	(from https://www.sonymusic.com/news/)
22:29:28	1167796/1167796	---M--	200	added ('OK')	image/png	etag:%22897fc83f65daf2ca9b176c5d15248189%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Broken-Seeking-Justice-tile-art-1080-1024x1024.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Broken-Seeking-Justice-tile-art-1080-1024x1024.png	(from https://www.sonymusic.com/podcasts/)
22:29:28	107361/107361	---M--	200	added ('OK')	image/jpeg	etag:%223ca8305b923e46407533952820078380%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/The-Secrets-Out-tile-art.jpeg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/The-Secrets-Out-tile-art.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:28	141946/141946	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:31%20GMT	https://www.sonymusic.com/sonymusic/ariama-com-celebrates-the-season/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/ariama-com-celebrates-the-season/index.html	(from https://www.sonymusic.com/news/)
22:29:29	41343/41343	---M--	200	added ('OK')	image/jpeg	etag:%229ce98a7a515b659ac3398be6a814e710%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Immaculate-Deception-tile-art.jpg	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/Immaculate-Deception-tile-art.jpg	(from https://www.sonymusic.com/podcasts/)
22:29:29	144892/144892	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:32%20GMT	https://www.sonymusic.com/sonymusic/ariama-com-announces-partnership-agreements-with-key-classical-institutions/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/ariama-com-announces-partnership-agreements-with-key-classical-institutions/index.html	(from https://www.sonymusic.com/news/)
22:29:29	141311/141311	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:32%20GMT	https://www.sonymusic.com/sonymusic/sony-music-entertainment-launches-public-beta-for-groundbreaking-classical-music-store-ariama-com/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sony-music-entertainment-launches-public-beta-for-groundbreaking-classical-music-store-ariama-com/index.html	(from https://www.sonymusic.com/news/)
22:29:30	141596/141596	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:32%20GMT	https://www.sonymusic.com/sonymusic/myxer-announces-agreement-with-sony-music-entertainment/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/myxer-announces-agreement-with-sony-music-entertainment/index.html	(from https://www.sonymusic.com/news/)
22:29:30	309806/309806	---M--	200	added ('OK')	image/png	etag:%22dd65947213cd421e5aebb20a8488dd19%22	https://cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/This-City-tile-art-600.png	C:/My%20Web%20Sites/Sony/cdn.smehost.net/2019sonymusiccom-smedevel/wp-content/uploads/2022/01/This-City-tile-art-600.png	(from https://www.sonymusic.com/podcasts/)
22:29:30	148629/148629	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:33%20GMT	https://www.sonymusic.com/sonymusic/fifa-and-sony-music-entertainment-select-waka-waka-this-time-for-africa-by-shakira-featuring-freshlyground-as-fifa-world-cup-2010-official-song/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/fifa-and-sony-music-entertainment-select-waka-waka-this-time-for-africa-by-shakira-featuring-freshlyground-as-fifa-world-cup-2010-official-song/index.html	(from https://www.sonymusic.com/news/)
22:29:33	143949/143949	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:33%20GMT	https://www.sonymusic.com/sonymusic/unlimited-music-download-service-redefines-chinas-mobile-digital-music-landscape/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/unlimited-music-download-service-redefines-chinas-mobile-digital-music-landscape/index.html	(from https://www.sonymusic.com/news/)
22:29:33	144464/144464	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:33%20GMT	https://www.sonymusic.com/sonymusic/sonyatv-music-publishing-and-sony-bmg-music-entertainment-announce-ground-breaking-agreement-for-digital-products-in-asian-market-2/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/sonyatv-music-publishing-and-sony-bmg-music-entertainment-announce-ground-breaking-agreement-for-digital-products-in-asian-market-2/index.html	(from https://www.sonymusic.com/news/)
22:29:33	144983/144983	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Apr%202022%2016:59:34%20GMT	https://www.sonymusic.com/sonymusic/citis-thankyou-network-celebrates-earth-days-40th-anniversary-with-playlists-for-earth-and-green-rewards/	C:/My%20Web%20Sites/Sony/www.sonymusic.com/sonymusic/citis-thankyou-network-celebrates-earth-days-40th-anniversary-with-playlists-for-earth-and-green-rewards/index.html	(from https://www.sonymusic.com/news/)
